 0.1,  0.1,    1,     1,     0,     8, 11913
 0.1,  0.1,    1,     5,     0,     8, 14774
 0.1,  0.1,    1,    10,     0,     8, 10367
 0.1,  0.1,    1,     1,     0,     8, 12898
 0.1,  0.1,    1,     5,     0,     8,  7633
 0.1,  0.1,    1,    10,     0,     8,  5678
 0.1,  0.1,    1,     1,     0,     8, 12420
 0.1,  0.1,    1,     5,     0,     8, 10705
 0.1,  0.1,    1,    10,     0,     8,  9474
 0.1,  0.1,    1,     1,     1,     8, 11408
 0.1,  0.1,    1,     5,     1,     8, 11094
 0.1,  0.1,    1,    10,     1,     8,  8698
 0.1,  0.1,    3,     1,     0,     8,  9689
 0.1,  0.1,    3,     5,     0,     8,  9299
 0.1,  0.1,    3,    10,     0,     8,  8817
 0.1,  0.1,    3,     1,     0,     8,  4187
 0.1,  0.1,    3,     5,     0,     8,  6285
 0.1,  0.1,    3,    10,     0,     8,  9299
 0.1,  0.1,    3,     1,     0,     8,  4771
 0.1,  0.1,    3,     5,     0,     8,  7466
 0.1,  0.1,    3,    10,     0,     8,  6733
 0.1,  0.1,    3,     1,     1,     8,  6173
 0.1,  0.1,    3,     5,     1,     8,  3784
 0.1,  0.1,    3,    10,     1,     8,  5682
 0.1,  0.1,    5,     1,     0,     8,  7536
 0.1,  0.1,    5,     5,     0,     8,  3861
 0.1,  0.1,    5,    10,     0,     8,  3368
 0.1,  0.1,    5,     1,     0,     8,  6116
 0.1,  0.1,    5,     5,     0,     8,  5364
 0.1,  0.1,    5,    10,     0,     8,  2345
 0.1,  0.1,    5,     1,     0,     8,  8062
 0.1,  0.1,    5,     5,     0,     8,  4296
 0.1,  0.1,    5,    10,     0,     8,  5587
 0.1,  0.1,    5,     1,     1,     8,  8820
 0.1,  0.1,    5,     5,     1,     8,  6624
 0.1,  0.1,    5,    10,     1,     8,  8681
 0.1,  0.1,   10,     1,     0,     8,  5587
 0.1,  0.1,   10,     5,     0,     8,  3195
 0.1,  0.1,   10,    10,     0,     8,  4914
 0.1,  0.1,   10,     1,     0,     8,  2345
